"","speaker","words","episode"
"343","RORY"," No, you're not. I don't want it to be too short.","raw/s01e01.txt"
"344","","[They all walk inside.]","raw/s01e01.txt"
"345","RORY"," I can't believe tomorrow's my last day at Stars Hollow High.","raw/s01e01.txt"
"346","LORELAI"," I know.","raw/s01e01.txt"
"347","RORY"," Today I was so excited I dressed for gym.","raw/s01e01.txt"
"348","LORELAI"," You're kidding!","raw/s01e01.txt"
"349","RORY"," And I played volleyball.","raw/s01e01.txt"
"350","LORELAI"," With other people?","raw/s01e01.txt"
"351","RORY"," And I learned that all this time I was avoiding group sports?","raw/s01e01.txt"
"352","LORELAI"," Yeah?","raw/s01e01.txt"
"353","RORY"," Was very smart because I suck at them.","raw/s01e01.txt"
"354","","[Lorelai begins to pin up the skirt.]","raw/s01e01.txt"
"355","LORELAI"," Well, yeah, you got that from me.","raw/s01e01.txt"
"356","SOOKIE"," Where's your paté?","raw/s01e01.txt"
"357","LORELAI"," At Zsa Zsa Gabor's house.","raw/s01e01.txt"
"358","SOOKIE"," Right. I'm going to the store because you have nothing. You feel like duck?","raw/s01e01.txt"
"359","LORELAI"," Ooh, if it's made with chicken, absolutely.","raw/s01e01.txt"
"360","SOOKIE"," I'll be back.","raw/s01e01.txt"
"361","LORELAI"," Bye.","raw/s01e01.txt"
"362","","[Sookie leaves.]","raw/s01e01.txt"
"363","LORELAI"," All right. This will give you an idea. Go see how you like it.","raw/s01e01.txt"
"364","RORY"," Okay. I love being a private school girl.","raw/s01e01.txt"
"365","","[Rory heads to her bedroom to check her skirt. Lorelai stares at pictures on the mantle.]","raw/s01e01.txt"
"366","","CUT TO ELDER GILMORE RESIDENCE","raw/s01e01.txt"
"367","","[Lorelai sits on the runner of her Jeep outside a large, imposing house]","raw/s01e01.txt"
"368","","[Cut to the door opening from the inside of the house. Lorelai is standing on the porch.]","raw/s01e01.txt"
"369","LORELAI"," Hi, Mom.","raw/s01e01.txt"
"370","EMILY"," Lorelai, my goodness, this is a surprise. Is it Easter already?","raw/s01e01.txt"
"371","LORELAI"," [laughs nervously] No, I just, uh, finished up my business class and I thought I would stop by.","raw/s01e01.txt"
"372","EMILY"," To see me?","raw/s01e01.txt"
"373","LORELAI"," Yes.","raw/s01e01.txt"
"374","EMILY"," Well, isn't that nice. Come in.","raw/s01e01.txt"
"375","LORELAI"," Thanks.","raw/s01e01.txt"
"376","","[She walks inside and they walk to the living room]","raw/s01e01.txt"
"377","LORELAI"," The place looks great.","raw/s01e01.txt"
"378","EMILY"," It hasn't changed.","raw/s01e01.txt"
"379","LORELAI"," Well, there you go. How are the girls at the bridge club?","raw/s01e01.txt"
"380","EMILY"," Old.","raw/s01e01.txt"
"381","LORELAI"," Well...good.","raw/s01e01.txt"
"382","","[Emily and Lorelai take seats opposite each other.]","raw/s01e01.txt"
"383","EMILY"," You said you were taking a business class?","raw/s01e01.txt"
"384","LORELAI"," Yeah, mmhmm, yeah. I'm taking a business class at the college twice a week. I'm sure I told you.","raw/s01e01.txt"
"385","EMILY"," Well, if you're sure then you must have. [long silence] Would you like some tea?","raw/s01e01.txt"
"386","LORELAI"," I would love some coffee.","raw/s01e01.txt"
"387","RICHARD"," [calls from another room] Emily? I'm home.","raw/s01e01.txt"
"388","EMILY"," We're in here.","raw/s01e01.txt"
"389","","[Richard enters the room]","raw/s01e01.txt"
"390","LORELAI"," Hi, Dad.","raw/s01e01.txt"
"391","RICHARD"," What is it, Christmas already?","raw/s01e01.txt"
"392","EMILY"," Lorelai was taking a business class at the college today and decided to drop in to see us.","raw/s01e01.txt"
"393","RICHARD"," What business class?","raw/s01e01.txt"
"394","EMILY"," Well, she told us about it, dear, remember?","raw/s01e01.txt"
"395","RICHARD"," No.","raw/s01e01.txt"
"396","LORELAI"," Well, actually, I came here for a reason. Dad, would you mind sitting down for a minute?","raw/s01e01.txt"
"397","RICHARD"," You need money.","raw/s01e01.txt"
"398","LORELAI"," I have a situation.","raw/s01e01.txt"
"399","RICHARD"," You need money.","raw/s01e01.txt"
"400","LORELAI"," Dad, will you just please let me get this out, okay? Um, Rory has been accepted to Chilton.","raw/s01e01.txt"
"401","EMILY"," Chilton? Oh, that's a wonderful school. It's only five minutes from here.","raw/s01e01.txt"
"402","LORELAI"," That's right, it is. She can start as early as Monday. Um, the problem is that they want me to put down an enrollment fee plus the first semester's tuition, and I have to do that immediately or she loses her spot.","raw/s01e01.txt"
"403","RICHARD"," So, you need money.","raw/s01e01.txt"
"404","LORELAI"," Yeah. But it's not for me, it's for Rory. And I fully intend to pay you back every cent. I don't ask for favors, you know that.","raw/s01e01.txt"
"405","EMILY"," Oh, yes, we know.","raw/s01e01.txt"
"406","RICHARD"," I'll get the checkbook.","raw/s01e01.txt"
"407","LORELAI"," Thank you. You have no idea. Thank you.","raw/s01e01.txt"
"408","EMILY"," On one condition.","raw/s01e01.txt"
"409","LORELAI"," [mumbles to herself] So close.","raw/s01e01.txt"
"410","EMILY"," Since we are now financially involved in your life, I want to be actively involved in your life.","raw/s01e01.txt"
"411","LORELAI"," What does that mean, Mother?","raw/s01e01.txt"
"412","EMILY"," I want a weekly dinner.","raw/s01e01.txt"
"413","LORELAI"," What?","raw/s01e01.txt"
"414","EMILY"," Friday nights, you and Rory will have dinner here.","raw/s01e01.txt"
"415","LORELAI"," Mom...","raw/s01e01.txt"
"416","EMILY"," And you have to call us once a week to give us an update on her schooling and your life. That's it. That's the condition. If you agree, you'll come to dinner tomorrow night and leave here with a check. Otherwise, I'm sorry, we can't help you.","raw/s01e01.txt"
"417","LORELAI"," I don't want her to know that I borrowed money from you. Can that just be between us?","raw/s01e01.txt"
"418","EMILY"," Does seven o'clock work for you?","raw/s01e01.txt"
"419","LORELAI"," [with a forced smile] Perfect.","raw/s01e01.txt"
"420","","CUT TO STARS HOLLOW HIGH","raw/s01e01.txt"
"421","","[Rory is cleaning out her locker with Lane.]","raw/s01e01.txt"
"422","RORY"," And we get to wear uniforms. No more having people check you out to see what jeans you're wearing 'cause everyone's dressed alike in boring clothes and just there to learn.","raw/s01e01.txt"
"423","LANE"," Okay, there's academic-minded and then there's Amish.","raw/s01e01.txt"
"424","","[They start walking down the hallway. Rory is carrying a box full of books and papers.]","raw/s01e01.txt"
"425","RORY"," Funny.","raw/s01e01.txt"
"426","LANE"," Thank you! So I told my mom you're changing schools.","raw/s01e01.txt"
"427","RORY"," Was she thrilled?","raw/s01e01.txt"
"428","LANE"," The party's on Friday. I gotta go. I have to have a pre-hayride cup of tea with a future doctor. How do I look? Korean?","raw/s01e01.txt"
"429","RORY"," Spitting image.","raw/s01e01.txt"
"430","LANE"," Good. Bye.","raw/s01e01.txt"
"431","RORY"," Bye.","raw/s01e01.txt"
"432","","[Lane leaves. Rory drops a book and some papers. As she bends down to pick them up, she turns and sees a guy standing right beside her. It's the same guy who watched her and Lane walk into the school a few days earlier.]","raw/s01e01.txt"
"433","RORY"," God! You're like Ruth Gordon just standing there with a tannis root. Make a noise.","raw/s01e01.txt"
"434","DEAN"," Rosemary's Baby.","raw/s01e01.txt"
"435","RORY"," Yeah.","raw/s01e01.txt"
"436","DEAN"," Well, that's a great movie. You've got good taste. [silence] Are you moving?","raw/s01e01.txt"
"437","RORY"," No, just my books are.","raw/s01e01.txt"
"438","DEAN"," My family just moved here from Chicago.","raw/s01e01.txt"
"439","RORY"," Chicago. Windy. Oprah.","raw/s01e01.txt"
"440","DEAN"," Yeah. Yeah, that's the place. I'm Dean.","raw/s01e01.txt"
"441","RORY"," Hi. [silence] Oh, Rory. Me. That's -- that's me.","raw/s01e01.txt"
"442","DEAN"," Rory.","raw/s01e01.txt"
"443","RORY"," Well, Lorelai technically.","raw/s01e01.txt"
"444","DEAN"," Lorelai. I like that.","raw/s01e01.txt"
"445","RORY"," It's my mother's name, too. She named me after herself. She was lying in the hospital thinking about how men name boys after themselves all the time, you know, so why couldn't women? She says her feminism just kind of took over. Though personally I think a lot of Demerol also went into that decision. I never talk this much.","raw/s01e01.txt"
"446","DEAN"," Well, I better go.","raw/s01e01.txt"
"447","RORY"," Oh, sure.","raw/s01e01.txt"
"448","DEAN"," I have to go look for a job.","raw/s01e01.txt"
"449","RORY"," Okay, good.","raw/s01e01.txt"
"450","","[Dean starts to leave.]","raw/s01e01.txt"
"451","RORY"," You should check with Miss Patty.","raw/s01e01.txt"
"452","DEAN"," [turns back] What?","raw/s01e01.txt"
"453","RORY"," About the job. You should check with Miss Patty. She teaches dance. She was actually on Broadway once.","raw/s01e01.txt"
"454","DEAN"," I. . .I don't really dance much.","raw/s01e01.txt"
"455","RORY"," No, no, she just kind of knows everything that's going on in town. She'll know if someone's looking.","raw/s01e01.txt"
"456","DEAN"," Oh, great. Uh, thanks. Hey, what are you doing now?","raw/s01e01.txt"
"457","RORY"," Nothing...much. I should throw this away at some point.","raw/s01e01.txt"
"458","DEAN"," Well, maybe you could show me where this Miss Patty's place is.","raw/s01e01.txt"
"459","RORY"," Yeah, I guess so. I really don't have anything important to. . .let's go.","raw/s01e01.txt"
"460","","[They walk out of the school and down the street. Dean carries Rory's box of books for her.]","raw/s01e01.txt"
"461","DEAN"," So, have you lived here all your life?","raw/s01e01.txt"
"462","RORY"," Yes. Well, pretty much. I was actually born in Hartford.","raw/s01e01.txt"
"463","DEAN"," Well, that's not far.","raw/s01e01.txt"
"464","RORY"," Thirty minutes with no traffic.","raw/s01e01.txt"
"465","DEAN"," Really?","raw/s01e01.txt"
"466","RORY"," I timed it.","raw/s01e01.txt"
"467","DEAN"," Okay, then.","raw/s01e01.txt"
"468","","[They walk past the bakery]","raw/s01e01.txt"
"469","RORY"," So, do you like cake?","raw/s01e01.txt"
"470","DEAN"," What?","raw/s01e01.txt"
"471","RORY"," They make really good cakes here. They're very...round.","raw/s01e01.txt"
"472","DEAN"," Okay, I'll remember that.","raw/s01e01.txt"
"473","RORY"," Good. Make a note. You wouldn't want to forget where the round cakes are.","raw/s01e01.txt"
"474","DEAN"," So, how are you liking Moby Dick?","raw/s01e01.txt"
"475","RORY"," Oh, it's really good.","raw/s01e01.txt"
"476","DEAN"," Yeah?","raw/s01e01.txt"
"477","RORY"," Yeah, it's my first Melville.","raw/s01e01.txt"
"478","DEAN"," Cool.","raw/s01e01.txt"
"479","RORY"," I mean, I know it's kind of cliché to pick Moby Dick as your first Melville but. . .hey, how did you know I was reading Moby Dick?","raw/s01e01.txt"
"480","DEAN"," Uh, well, I've been watching you.","raw/s01e01.txt"
"481","RORY"," Watching me?","raw/s01e01.txt"
"482","DEAN"," I mean, not in a creepy, like, ""I'm watching you"" sort of way. I just -- I've noticed you.","raw/s01e01.txt"
"483","RORY"," Me?","raw/s01e01.txt"
"484","DEAN"," Yeah.","raw/s01e01.txt"
"485","RORY"," When?","raw/s01e01.txt"
"486","DEAN"," Every day. After school you come out and you sit under that tree there and you read. Last week it was Madame Bovary. This week it's Moby Dick.","raw/s01e01.txt"
"487","RORY"," But why would you --","raw/s01e01.txt"
"488","DEAN"," Because you're nice to look at, and because you've got unbelievable concentration.","raw/s01e01.txt"
"489","RORY"," What?","raw/s01e01.txt"
"490","DEAN"," Last Friday these two guys were tossing around a ball and one guy nailed the other right in the face. I mean, it was a mess, blood everywhere, the nurse came out, the place was in chaos, his girlfriend was all freaking out, and you just sat there and read. I mean, you never even looked up. I thought, ""I have never seen anyone read so intensely before in my entire life. I have to meet that girl.""","raw/s01e01.txt"
"491","RORY"," Maybe I just didn't look up because I'm unbelievably self-centered.","raw/s01e01.txt"
"492","DEAN"," Maybe, but I doubt it.","raw/s01e01.txt"
"493","","[They smile at each other.]","raw/s01e01.txt"
"494","RORY"," So, did I ask if you like cake?","raw/s01e01.txt"
"495","DEAN"," Yeah, you did.","raw/s01e01.txt"
"496","RORY"," Oh. 'Cause they have really good cake back there.","raw/s01e01.txt"
"497","","CUT TO LUKE'S DINER","raw/s01e01.txt"
"498","","[Rory and Lorelai are sitting quietly at a table.]","raw/s01e01.txt"
"499","LORELAI"," So, you were late getting home tonight.","raw/s01e01.txt"
"500","RORY"," Yeah, I went to the library.","raw/s01e01.txt"
"501","LORELAI"," Oh. Oh, I forgot to tell you, we're having dinner with your grandparents tomorrow night.","raw/s01e01.txt"
"502","RORY"," We are?","raw/s01e01.txt"
"503","LORELAI"," Mmhmm.","raw/s01e01.txt"
"504","RORY"," But it's September.","raw/s01e01.txt"
"505","LORELAI"," So?","raw/s01e01.txt"
"506","RORY"," So what holiday's in September?","raw/s01e01.txt"
"507","LORELAI"," Look, it's not a holiday thing. It's just dinner, okay?","raw/s01e01.txt"
"508","RORY"," Fine, sorry.","raw/s01e01.txt"
"509","","[Luke brings their main courses to the table.]","raw/s01e01.txt"
"510","LUKE"," Red meat can kill you. Enjoy. [leaves]","raw/s01e01.txt"
"511","LORELAI"," So, I finished hemming your skirt today. [no answer] A grunt of acknowledgment might be nice.","raw/s01e01.txt"
"512","RORY"," I don't understand why we're going to dinner tomorrow night. I mean, what if I had plans? You didn't even ask me.","raw/s01e01.txt"
"513","LORELAI"," Well, if you had plans I would have known.","raw/s01e01.txt"
"514","RORY"," How?","raw/s01e01.txt"
"515","LORELAI"," Well, you would have told me.","raw/s01e01.txt"
"516","RORY"," I don't tell you everything. I have my own things.","raw/s01e01.txt"
"517","LORELAI"," Fine, you have things.","raw/s01e01.txt"
"518","RORY"," That's right. I have things.","raw/s01e01.txt"
"519","LORELAI"," Hey, I had dibs on being the bitch tonight.","raw/s01e01.txt"
"520","RORY"," Just tonight?","raw/s01e01.txt"
"521","LORELAI"," What the hell is wrong with you?","raw/s01e01.txt"
"522","RORY"," I'm not sure I want to go to Chilton.","raw/s01e01.txt"
"523","LORELAI"," What?","raw/s01e01.txt"
"524","RORY"," The timing is just really bad.","raw/s01e01.txt"
"525","LORELAI"," The timing is bad?","raw/s01e01.txt"
"526","RORY"," And the bus ride to and from Hartford, it's like thirty minutes each way.","raw/s01e01.txt"
"527","LORELAI"," I can't believe what I'm hearing.","raw/s01e01.txt"
"528","RORY"," Plus, I don't think we should be spending that money right now. I mean, I know Chilton's got to be costing you a lot.","raw/s01e01.txt"
"529","LORELAI"," Oh, you have no idea.","raw/s01e01.txt"
"530","RORY"," All of your money should be going toward buying an inn with Sookie.","raw/s01e01.txt"
"531","LORELAI"," What about college? What about Harvard?","raw/s01e01.txt"
"532","RORY"," We don't know that I can't get into Harvard if I stay where I am.","raw/s01e01.txt"
"533","LORELAI"," Okay, enough. Enough of the crazy talk, okay? I appreciate your concern but I have this covered.","raw/s01e01.txt"
"534","RORY"," I still don't want to go.","raw/s01e01.txt"
"535","LORELAI"," Why?","raw/s01e01.txt"
"536","RORY"," Because I don't.","raw/s01e01.txt"
"537","LORELAI"," I have to get out of here.","raw/s01e01.txt"
"538","","[Lorelai stands up and starts to leave.]","raw/s01e01.txt"
"539","RORY"," We have to pay first.","raw/s01e01.txt"
"540","","[Lorelai drops some money on the table. They walk out of the diner and start walking down the street. The hayride wagon passes by them, with a glum Lane sandwiched between two Korean boys on the back. Miss Patty stands in the doorway of her dance studio watching over a class of little girls.]","raw/s01e01.txt"
"541","MISS PATTY"," One-two-three. One-two-three. One-two-three. It's a waltz, ladies. Susie, do you have to tinkle? Then uncross your legs, darling. [sees Rory] Oh, Rory, good. I think I found a job for your male friend.","raw/s01e01.txt"
"542","LORELAI"," What male friend?","raw/s01e01.txt"
"543","MISS PATTY"," They need a stock boy at the supermarket. I already talked to Taylor Doose about him. You just send him around tomorrow.","raw/s01e01.txt"
"544","RORY"," Okay, thanks.","raw/s01e01.txt"
"545","LORELAI"," What male friend?","raw/s01e01.txt"
"546","MISS PATTY"," Oh ,he's very cute. You have good taste.","raw/s01e01.txt"
"547","","[Miss Patty turns back to her dance class.]","raw/s01e01.txt"
"548","MISS PATTY"," Hands in the air, not in the nose.","raw/s01e01.txt"
"549","","[Rory starts walking quickly down the street, and Lorelai follows her.]","raw/s01e01.txt"
"550","LORELAI"," Oh, you're gonna have to walk faster than that. You're gonna have to turn into friggin' Flo Jo to get away from me.","raw/s01e01.txt"
